NumberOfDimensions = 2;
NumberOfPoints = 200;
Points[] ={
  0,0,
  1.00394,0,
  2.00789,0,
  3.01183,9.45568,
  4.01578,8.35895,
  5.01972,9.61542,
  6.02367,0.3314,
  7.02761,0,
  8.03156,0,
  9.0355,0,
  10.0394,0,
  11.0434,0,
  12.0473,0,
  13.0513,0,
  14.0552,0,
  15.0592,0,
  16.0631,0,
  17.0671,0,
  18.071,0,
  19.0749,0,
  20.0789,0,
  21.0828,0,
  22.0868,0,
  23.0907,0,
  24.0947,0,
  25.0986,0,
  26.1026,0,
  27.1065,0,
  28.1104,0,
  29.1144,0,
  30.1183,0,
  31.1223,0,
  32.1262,0,
  33.1302,0,
  34.1341,0,
  35.1381,0,
  36.142,0,
  37.1459,0,
  38.1499,0,
  39.1538,0,
  40.1578,0,
  41.1617,0,
  42.1657,0,
  43.1696,0,
  44.1736,0,
  45.1775,0,
  46.1814,0,
  47.1854,0,
  48.1893,0,
  49.1933,0,
  50.1972,0,
  51.2012,0,
  52.2051,0,
  53.2091,0,
  54.213,0,
  55.2169,0,
  56.2209,0,
  57.2248,0,
  58.2288,0,
  59.2327,0,
  60.2367,0,
  61.2406,0,
  62.2446,0,
  63.2485,0,
  64.2524,0,
  65.2564,0,
  66.2603,0,
  67.2643,0,
  68.2682,0,
  69.2722,0,
  70.2761,0,
  71.2801,0,
  72.284,0,
  73.2879,0,
  74.2919,0,
  75.2958,0,
  76.2998,0,
  77.3037,0,
  78.3077,0,
  79.3116,0,
  80.3156,0,
  81.3195,0,
  82.3234,0,
  83.3274,0,
  84.3313,0,
  85.3353,0,
  86.3392,0,
  87.3432,0,
  88.3471,0,
  89.3511,0,
  90.355,0,
  91.3589,0,
  92.3629,0,
  93.3668,0,
  94.3708,0,
  95.3747,0,
  96.3787,0,
  97.3826,0,
  98.3866,0,
  99.3905,0,
  100.394,0,
  101.398,0,
  102.402,0,
  103.406,0,
  104.41,0,
  105.414,0,
  106.418,0,
  107.422,0,
  108.426,0,
  109.43,0,
  110.434,0,
  111.438,0,
  112.442,0,
  113.446,0,
  114.45,0,
  115.454,0,
  116.458,0,
  117.462,0,
  118.465,0,
  119.469,0,
  120.473,0,
  121.477,0,
  122.481,0,
  123.485,0,
  124.489,0,
  125.493,0,
  126.497,0,
  127.501,0,
  128.505,0,
  129.509,0,
  130.513,0,
  131.517,0,
  132.521,0,
  133.525,0,
  134.529,0,
  135.533,0,
  136.536,0,
  137.54,0,
  138.544,0,
  139.548,0,
  140.552,0,
  141.556,0,
  142.56,0,
  143.564,0,
  144.568,0,
  145.572,0,
  146.576,0,
  147.58,0,
  148.584,0,
  149.588,0,
  150.592,0,
  151.596,0,
  152.6,0,
  153.604,0,
  154.607,0,
  155.611,0,
  156.615,0,
  157.619,0,
  158.623,0,
  159.627,0,
  160.631,0,
  161.635,0,
  162.639,0,
  163.643,0,
  164.647,0,
  165.651,0,
  166.655,0,
  167.659,0,
  168.663,0,
  169.667,0,
  170.671,0,
  171.675,0,
  172.678,0,
  173.682,0,
  174.686,0,
  175.69,0,
  176.694,0,
  177.698,0,
  178.702,0,
  179.706,0,
  180.71,0,
  181.714,0,
  182.718,0,
  183.722,0,
  184.726,0,
  185.73,0,
  186.734,0,
  187.738,0,
  188.742,0,
  189.746,0,
  190.749,0,
  191.753,0,
  192.757,0,
  193.761,0,
  194.765,0,
  195.769,0,
  196.773,0,
  197.777,0,
  198.781,0,
  199.785,0
};

/* "ˆ */
