NumberOfDimensions = 2;
NumberOfPoints = 200;
Points[] ={
  0,6.32524,
  1.00394,196.996,
  2.00789,138.896,
  3.01183,98.8852,
  4.01578,79.2281,
  5.01972,64.8593,
  6.02367,53.9017,
  7.02761,42.82,
  8.03156,30.3173,
  9.0355,27.3466,
  10.0394,21.5507,
  11.0434,17.1804,
  12.0473,17.0565,
  13.0513,8.61168,
  14.0552,6.9499,
  15.0592,5.53608,
  16.0631,3.94106,
  17.0671,1.77383,
  18.071,1.71661,
  19.0749,2.06232,
  20.0789,2.79426,
  21.0828,2.563,
  22.0868,2.67505,
  23.0907,2.76327,
  24.0947,1.38282,
  25.0986,0.894067,
  26.1026,0.948903,
  27.1065,1.06334,
  28.1104,1.0395,
  29.1144,1.16825,
  30.1183,1.15394,
  31.1223,0.641343,
  32.1262,0.412462,
  33.1302,0.50306,
  34.1341,0.355242,
  35.1381,0.376699,
  36.142,0.405309,
  37.1459,0.181197,
  38.1499,0.0810619,
  39.1538,0.0786777,
  40.1578,0.126361,
  41.1617,0.364778,
  42.1657,0.483987,
  43.1696,0.51975,
  44.1736,0.648496,
  45.1775,0.734326,
  46.1814,0.870225,
  47.1854,0.979897,
  48.1893,1.04427,
  49.1933,0.529286,
  50.1972,0.367162,
  51.2012,0.219344,
  52.2051,0.176429,
  53.2091,0.214576,
  54.213,0.224112,
  55.2169,0.190734,
  56.2209,0.24557,
  57.2248,0.233649,
  58.2288,0.269411,
  59.2327,0.231265,
  60.2367,0.317095,
  61.2406,0.271796,
  62.2446,0.3314,
  63.2485,0.464914,
  64.2524,0.486371,
  65.2564,0.538823,
  66.2603,0.662801,
  67.2643,0.400541,
  68.2682,0.317095,
  69.2722,0.343321,
  70.2761,0.205039,
  71.2801,0.269411,
  72.284,0.193118,
  73.2879,0.267027,
  74.2919,0.250338,
  75.2958,0.238417,
  76.2998,0.209807,
  77.3037,0.27418,
  78.3077,0.240801,
  79.3116,0.240801,
  80.3156,0.298022,
  81.3195,0.374315,
  82.3234,0.460145,
  83.3274,0.674722,
  84.3313,0.41723,
  85.3353,0.293253,
  86.3392,0.259875,
  87.3432,0.247954,
  88.3471,0.250338,
  89.3511,0.138282,
  90.355,0.126361,
  91.3589,0.102519,
  92.3629,0.123977,
  93.3668,0.104904,
  94.3708,0.11444,
  95.3747,0.133514,
  96.3787,0.119209,
  97.3826,0.0452993,
  98.3866,0.0262259,
  99.3905,0.0190734,
  100.394,0.00715252,
  101.398,0.00238417,
  102.402,0,
  103.406,0,
  104.41,0,
  105.414,0.00238417,
  106.418,0.0309943,
  107.422,0.100135,
  108.426,0.145435,
  109.43,0.195502,
  110.434,0.162124,
  111.438,0.17166,
  112.442,0.185965,
  113.446,0.207423,
  114.45,0.21696,
  115.454,0.219344,
  116.458,0.276564,
  117.462,0.264643,
  118.465,0.283717,
  119.469,0.369547,
  120.473,0.364778,
  121.477,0.429151,
  122.481,0.567433,
  123.485,0.572202,
  124.489,0.419614,
  125.493,0.364778,
  126.497,0.343321,
  127.501,0.36001,
  128.505,0.355242,
  129.509,0.38862,
  130.513,0.376699,
  131.517,0.457761,
  132.521,0.426767,
  133.525,0.557897,
  134.529,0.421998,
  135.533,0.343321,
  136.536,0.238417,
  137.54,0.123977,
  138.544,0,
  139.548,0,
  140.552,0,
  141.556,0,
  142.56,0,
  143.564,0,
  144.568,0,
  145.572,0,
  146.576,0,
  147.58,0,
  148.584,0,
  149.588,0,
  150.592,0,
  151.596,0,
  152.6,0,
  153.604,0,
  154.607,0,
  155.611,0,
  156.615,0,
  157.619,0,
  158.623,0,
  159.627,0,
  160.631,0,
  161.635,0,
  162.639,0,
  163.643,0,
  164.647,0,
  165.651,0,
  166.655,0,
  167.659,0,
  168.663,0,
  169.667,0,
  170.671,0,
  171.675,0,
  172.678,0,
  173.682,0,
  174.686,0,
  175.69,0,
  176.694,0,
  177.698,0,
  178.702,0,
  179.706,0,
  180.71,0,
  181.714,0,
  182.718,0,
  183.722,0,
  184.726,0,
  185.73,0,
  186.734,0,
  187.738,0,
  188.742,0,
  189.746,0,
  190.749,0,
  191.753,0,
  192.757,0,
  193.761,0,
  194.765,0,
  195.769,0,
  196.773,0,
  197.777,0,
  198.781,0,
  199.785,0
};

/* Ã */
